year,day,time,impact,cur,text,actual,forecast,previous
2022,Aug 30,7:50pm,low,JPY,Retail Sales y/y,2.4%,1.9%,1.5%
2022,Aug 30,9:00pm,low,NZD,ANZ Business Confidence,-47.8,,-56.7
2022,Aug 30,9:30pm,low,AUD,Construction Work Done q/q,-3.8%,0.8%,-0.3%
2022,Aug 30,9:30pm,low,AUD,Private Sector Credit m/m,0.7%,0.7%,0.9%
2022,Aug 30,9:30pm,low,CNY,Manufacturing PMI,49.4,49.3,49.0
2022,Aug 30,9:30pm,low,CNY,Non-Manufacturing PMI,52.6,52.3,53.8
2022,Aug 31,12:59am,low,JPY,Consumer Confidence,32.5,29.4,30.2
2022,Aug 31,1:02am,low,JPY,Housing Starts y/y,-5.4%,-3.4%,-2.2%
2022,Aug 31,2:00am,low,EUR,German Import Prices m/m,1.4%,1.6%,1.0%
2022,Aug 31,2:45am,low,EUR,French Consumer Spending m/m,-0.8%,-0.3%,0.1%
2022,Aug 31,2:45am,low,EUR,French Prelim CPI m/m,0.4%,0.6%,0.3%
2022,Aug 31,2:45am,low,EUR,French Prelim GDP q/q,0.5%,0.5%,0.5%
2022,Aug 31,3:55am,low,EUR,German Unemployment Change,28K,28K,45K
2022,Aug 31,4:00am,low,CHF,Credit Suisse Economic Expectations,-56.3,,-57.2
2022,Aug 31,4:56am,low,EUR,Italian Prelim CPI m/m,0.8%,0.6%,0.4%
2022,Aug 31,5:00am,medium,EUR,CPI Flash Estimate y/y,9.1%,9.0%,8.9%
2022,Aug 31,5:00am,medium,EUR,Core CPI Flash Estimate y/y,4.3%,4.1%,4.0%
2022,Aug 31,8:00am,medium,USD,FOMC Member Mester Speaks,,,
2022,Aug 31,8:15am,high,USD,ADP Non-Farm Employment Change,132K,300K,128K
2022,Aug 31,8:30am,medium,CAD,GDP m/m,0.1%,0.1%,0.0%
2022,Aug 31,9:45am,medium,USD,Chicago PMI,52.2,52.5,52.1
2022,Aug 31,10:30am,low,USD,Crude Oil Inventories,-3.3M,-0.4M,-3.3M
2022,Aug 31,6:30pm,low,AUD,AIG Manufacturing Index,49.3,,52.5
2022,Aug 31,7:50pm,low,JPY,Capital Spending q/y,4.6%,3.0%,3.0%
2022,Aug 31,8:30pm,low,JPY,Final Manufacturing PMI,51.5,51.0,51.0
2022,Aug 31,9:30pm,low,AUD,Private Capital Expenditure q/q,-0.3%,1.1%,0.4%
2022,Aug 31,9:45pm,medium,CNY,Caixin Manufacturing PMI,49.5,50.1,50.4
2022,Aug 31,11:35pm,low,JPY,10-y Bond Auction,0.24|4.0,,0.17|3.0
2022,Sep 1,2:00am,low,EUR,German Retail Sales m/m,1.9%,-0.1%,-1.5%
2022,Sep 1,2:00am,low,GBP,Nationwide HPI m/m,0.8%,0.1%,0.2%
2022,Sep 1,2:30am,low,AUD,Commodity Prices y/y,21.7%,,10.3%
2022,Sep 1,2:30am,high,CHF,CPI m/m,0.3%,0.2%,0.0%
2022,Sep 1,2:30am,low,CHF,Retail Sales y/y,2.6%,0.9%,0.7%
2022,Sep 1,3:15am,low,EUR,Spanish Manufacturing PMI,49.9,48.5,48.7
2022,Sep 1,3:30am,low,CHF,Manufacturing PMI,56.4,56.4,58.0
2022,Sep 1,3:45am,low,EUR,Italian Manufacturing PMI,48.0,48.0,48.5
2022,Sep 1,3:50am,low,EUR,French Final Manufacturing PMI,50.6,49.0,49.0
2022,Sep 1,3:55am,low,EUR,German Final Manufacturing PMI,49.1,49.8,49.8
2022,Sep 1,4:00am,low,EUR,Final Manufacturing PMI,49.6,49.7,49.7
2022,Sep 1,4:00am,low,EUR,Italian Monthly Unemployment Rate,7.9%,8.1%,8.0%
2022,Sep 1,4:30am,low,GBP,Final Manufacturing PMI,47.3,46.0,46.0
2022,Sep 1,4:48am,low,EUR,Spanish 10-y Bond Auction,2.81|1.8,,1.98|1.7
2022,Sep 1,4:57am,low,EUR,French 10-y Bond Auction,2.21|2.0,,1.43|2.5
2022,Sep 1,5:00am,low,EUR,Unemployment Rate,6.6%,6.6%,6.7%
2022,Sep 1,7:30am,low,USD,Challenger Job Cuts y/y,30.3%,,36.3%
2022,Sep 1,8:30am,low,CAD,Building Permits m/m,-6.6%,-0.3%,-0.6%
2022,Sep 1,8:30am,medium,USD,Unemployment Claims,232K,250K,237K
2022,Sep 1,8:30am,low,USD,Revised Nonfarm Productivity q/q,-4.1%,-4.3%,-4.6%
2022,Sep 1,8:30am,low,USD,Revised Unit Labor Costs q/q,10.2%,10.8%,10.8%
2022,Sep 1,9:30am,low,CAD,Manufacturing PMI,48.7,52.0,52.5
2022,Sep 1,9:45am,low,USD,Final Manufacturing PMI,51.5,51.3,51.3
2022,Sep 1,10:00am,high,USD,ISM Manufacturing PMI,52.8,52.1,52.8
2022,Sep 1,10:00am,low,USD,Construction Spending m/m,-0.4%,-0.3%,-0.5%
2022,Sep 1,10:00am,low,USD,ISM Manufacturing Prices,52.5,55.4,60.0
2022,Sep 1,All Day,low,USD,Wards Total Vehicle Sales,13.2M,13.3M,13.4M
2022,Sep 1,10:30am,low,USD,Natural Gas Storage,61B,58B,60B
2022,Sep 1,6:45pm,low,NZD,Overseas Trade Index q/q,-2.4%,0.2%,0.6%
2022,Sep 1,7:50pm,low,JPY,Monetary Base y/y,0.4%,3.1%,2.8%
2022,Sep 2,2:00am,low,EUR,German Trade Balance,5.4B,4.6B,6.2B
2022,Sep 2,2:45am,low,EUR,French Gov Budget Balance,-131.2B,,-76.1B
2022,Sep 2,3:00am,low,EUR,Spanish Unemployment Change,40.4K,4.6K,3.2K
2022,Sep 2,5:00am,low,EUR,PPI m/m,4.0%,2.5%,1.3%
2022,Sep 2,8:30am,low,CAD,Labor Productivity q/q,0.2%,0.1%,-0.5%
2022,Sep 2,8:30am,high,USD,Average Hourly Earnings m/m,0.3%,0.4%,0.5%
2022,Sep 2,8:30am,high,USD,Non-Farm Employment Change,315K,295K,526K
2022,Sep 2,8:30am,high,USD,Unemployment Rate,3.7%,3.5%,3.5%
2022,Sep 2,10:00am,low,USD,Factory Orders m/m,-1.0%,0.2%,1.8%
2022,Sep 4,6:30pm,low,AUD,AIG Construction Index,47.9,,45.3
2022,Sep 4,9:00pm,low,NZD,ANZ Commodity Prices m/m,-3.3%,,-2.2%
2022,Sep 4,9:02pm,low,AUD,MI Inflation Gauge m/m,-0.5%,,1.2%
2022,Sep 4,9:30pm,low,AUD,ANZ Job Advertisements m/m,2.0%,,-1.0%
2022,Sep 4,9:30pm,low,AUD,Company Operating Profits q/q,7.6%,4.6%,9.8%
2022,Sep 4,9:30pm,low,AUD,Retail Sales m/m,1.3%,1.3%,1.3%
2022,Sep 4,9:45pm,low,CNY,Caixin Services PMI,55.0,54.0,55.5
2022,Sep 5,3:00am,low,CHF,GDP q/q,0.3%,0.4%,0.5%
2022,Sep 5,3:15am,low,EUR,Spanish Services PMI,50.6,52.3,53.8
2022,Sep 5,3:45am,low,EUR,Italian Services PMI,50.5,48.9,48.4
2022,Sep 5,3:50am,low,EUR,French Final Services PMI,51.2,51.0,51.0
2022,Sep 5,3:55am,low,EUR,German Final Services PMI,47.7,48.2,48.2
2022,Sep 5,4:00am,low,EUR,Final Services PMI,49.8,50.2,50.2
2022,Sep 5,4:30am,low,EUR,Sentix Investor Confidence,-31.8,-26.8,-25.2
2022,Sep 5,4:30am,low,GBP,Final Services PMI,50.9,52.5,52.5
2022,Sep 5,5:00am,low,EUR,Retail Sales m/m,0.3%,0.3%,-1.0%
2022,Sep 5,All Day,medium,All,OPEC-JMMC Meetings,,,
2022,Sep 5,All Day,holiday,CAD,Bank Holiday,,,
2022,Sep 5,All Day,holiday,USD,Bank Holiday,,,
2022,Sep 5,11:30am,medium,GBP,MPC Member Mann Speaks,,,
2022,Sep 5,7:01pm,low,GBP,BRC Retail Sales Monitor y/y,0.5%,0.5%,1.6%
2022,Sep 5,7:30pm,low,JPY,Average Cash Earnings y/y,1.8%,1.9%,2.0%
2022,Sep 5,7:30pm,low,JPY,Household Spending y/y,3.4%,4.5%,3.5%
2022,Sep 5,9:30pm,low,AUD,Current Account,18.3B,22.0B,2.8B
2022,Sep 5,11:35pm,low,JPY,30-y Bond Auction,1.24|3.3,,1.12|3.0
2022,Sep 6,12:30am,high,AUD,Cash Rate,2.35%,2.35%,1.85%
2022,Sep 6,12:30am,high,AUD,RBA Rate Statement,,,
2022,Sep 6,2:00am,low,EUR,German Factory Orders m/m,-1.1%,-0.8%,-0.3%
2022,Sep 6,4:30am,low,GBP,Construction PMI,49.2,48.0,48.9
2022,Sep 6,9:45am,medium,USD,Final Services PMI,43.7,44.3,44.1
2022,Sep 6,10:00am,high,USD,ISM Services PMI,56.9,55.4,56.7
2022,Sep 6,10:55am,low,NZD,GDT Price Index,4.9%,,-2.9%
2022,Sep 6,6:30pm,low,AUD,AIG Services Index,53.3,,51.7
2022,Sep 6,9:30pm,high,AUD,GDP q/q,0.9%,0.9%,0.7%
2022,Sep 6,11:02pm,low,CNY,Trade Balance,536B,650B,683B
2022,Sep 6,11:03pm,low,CNY,USD-Denominated Trade Balance,79.4B,91.8B,101.3B
2022,Sep 7,1:00am,low,JPY,Leading Indicators,99.6%,100.2%,100.9%
2022,Sep 7,2:00am,low,EUR,German Industrial Production m/m,-0.3%,-0.5%,0.8%
2022,Sep 7,2:00am,low,GBP,Halifax HPI m/m,0.4%,0.1%,-0.1%
2022,Sep 7,3:00am,low,CHF,Foreign Currency Reserves,860B,,850B
2022,Sep 7,4:00am,low,EUR,Italian Retail Sales m/m,1.3%,0.3%,-1.1%
2022,Sep 7,5:00am,low,EUR,Final Employment Change q/q,0.4%,0.3%,0.3%
2022,Sep 7,5:00am,low,EUR,Revised GDP q/q,0.8%,0.6%,0.6%
2022,Sep 7,5:00am,high,GBP,Monetary Policy Report Hearings,,,
2022,Sep 7,5:02am,low,GBP,10-y Bond Auction,3.09|2.4,,1.78|2.4
2022,Sep 7,8:30am,low,CAD,Trade Balance,4.1B,3.8B,4.9B
2022,Sep 7,8:30am,low,USD,Trade Balance,-70.6B,-70.2B,-80.9B
2022,Sep 7,10:00am,high,CAD,BOC Rate Statement,,,
2022,Sep 7,10:00am,high,CAD,Overnight Rate,3.25%,3.25%,2.50%
2022,Sep 7,10:00am,medium,CAD,Ivey PMI,60.9,48.3,49.6
2022,Sep 7,10:00am,medium,USD,FOMC Member Mester Speaks,,,
2022,Sep 7,12:40pm,medium,USD,FOMC Member Brainard Speaks,,,
2022,Sep 7,2:00pm,low,USD,Beige Book,,,
2022,Sep 7,2:00pm,low,USD,FOMC Member Barr Speaks,,,
2022,Sep 7,6:45pm,low,NZD,Manufacturing Sales q/q,-3.8%,,0.9%
2022,Sep 7,7:01pm,low,GBP,RICS House Price Balance,53%,60%,62%
2022,Sep 7,7:50pm,low,JPY,Bank Lending y/y,1.9%,1.9%,1.7%
2022,Sep 7,7:50pm,low,JPY,Current Account,-0.63T,0.06T,0.84T
2022,Sep 7,7:50pm,low,JPY,Final GDP Price Index y/y,-0.3%,-0.4%,-0.4%
2022,Sep 7,7:50pm,low,JPY,Final GDP q/q,0.9%,0.7%,0.5%
2022,Sep 7,9:30pm,low,AUD,Trade Balance,8.73B,14.55B,17.13B
2022,Sep 7,11:05pm,high,AUD,RBA Gov Lowe Speaks,,,
2022,Sep 8,1:00am,low,JPY,Economy Watchers Sentiment,45.5,45.0,43.8
2022,Sep 8,1:30am,low,EUR,French Final Private Payrolls q/q,0.5%,0.5%,0.5%
2022,Sep 8,1:45am,low,CHF,Unemployment Rate,2.1%,2.2%,2.2%
2022,Sep 8,2:45am,low,EUR,French Trade Balance,-14.5B,-13.0B,-13.1B
2022,Sep 8,8:15am,high,EUR,Main Refinancing Rate,1.25%,1.25%,0.50%
2022,Sep 8,8:15am,high,EUR,Monetary Policy Statement,,,
2022,Sep 8,8:30am,medium,USD,Unemployment Claims,222K,234K,228K
2022,Sep 8,8:45am,high,EUR,ECB Press Conference,,,
2022,Sep 8,9:10am,high,USD,Fed Chair Powell Speaks,,,
2022,Sep 8,10:30am,low,USD,Natural Gas Storage,54B,55B,61B
2022,Sep 8,11:00am,low,USD,Crude Oil Inventories,8.8M,-2.0M,-3.3M
2022,Sep 8,11:25am,low,CAD,Gov Council Member Rogers Speaks,,,
2022,Sep 8,3:00pm,low,USD,Consumer Credit m/m,23.8B,31.5B,39.1B
2022,Sep 8,7:50pm,low,JPY,M2 Money Stock y/y,3.4%,3.4%,3.4%
2022,Sep 8,9:30pm,low,CNY,CPI y/y,2.5%,2.8%,2.7%
2022,Sep 8,9:30pm,low,CNY,PPI y/y,2.3%,3.2%,4.2%
2022,Sep 9,2:45am,low,EUR,French Industrial Production m/m,-1.6%,-0.4%,1.2%
2022,Sep 9,4:03am,low,CNY,M2 Money Supply y/y,12.2%,12.2%,12.0%
2022,Sep 9,4:03am,low,CNY,New Loans,1250B,1500B,679B
2022,Sep 9,5:30am,medium,EUR,ECB President Lagarde Speaks,,,
2022,Sep 9,All Day,medium,EUR,EU Economic Summit,,,
2022,Sep 9,All Day,low,EUR,Eurogroup Meetings,,,
2022,Sep 9,8:30am,high,CAD,Employment Change,-39.7K,15.0K,-30.6K
2022,Sep 9,8:30am,high,CAD,Unemployment Rate,5.4%,5.0%,4.9%
2022,Sep 9,8:30am,low,CAD,Capacity Utilization Rate,83.8%,82.1%,81.9%
2022,Sep 9,10:00am,low,USD,Final Wholesale Inventories m/m,0.6%,0.8%,0.8%
2022,Sep 9,12:00pm,medium,USD,FOMC Member George Speaks,,,
2022,Sep 9,12:00pm,medium,USD,FOMC Member Waller Speaks,,,
2022,Sep 10,All Day,low,EUR,ECOFIN Meetings,,,
2022,Sep 11,6:45pm,low,NZD,Visitor Arrivals m/m,41.8%,,30.1%
2022,Sep 11,All Day,holiday,CNY,Bank Holiday,,,
2022,Sep 12,1:58am,low,JPY,Prelim Machine Tool Orders y/y,10.7%,,5.5%
2022,Sep 12,2:00am,high,GBP,GDP m/m,0.2%,0.3%,-0.6%
2022,Sep 12,2:00am,low,GBP,Construction Output m/m,-0.8%,0.4%,-1.4%
2022,Sep 12,2:00am,low,GBP,Goods Trade Balance,-19.4B,-22.2B,-22.8B
2022,Sep 12,2:00am,low,GBP,Index of Services 3m/3m,-0.2%,-0.2%,-0.4%
2022,Sep 12,2:00am,low,GBP,Industrial Production m/m,-0.3%,0.4%,-0.9%
2022,Sep 12,2:00am,low,GBP,Manufacturing Production m/m,0.1%,0.3%,-1.6%
2022,Sep 12,4:00am,low,EUR,Italian Industrial Production m/m,0.4%,0.0%,-2.0%
2022,Sep 12,6:22am,low,GBP,NIESR GDP Estimate,-0.3%,,0.0%
2022,Sep 12,1:01pm,low,USD,10-y Bond Auction,3.33|2.4,,2.76|2.5
2022,Sep 12,6:45pm,low,NZD,FPI m/m,1.1%,,2.1%
2022,Sep 12,7:50pm,low,JPY,BSI Manufacturing Index,1.7,-8.1,-9.9
2022,Sep 12,7:50pm,low,JPY,PPI y/y,9.0%,8.9%,9.0%
2022,Sep 12,8:15pm,low,AUD,Westpac Consumer Sentiment,3.9%,,-3.0%
2022,Sep 12,9:30pm,medium,AUD,NAB Business Confidence,10,,8
2022,Sep 13,2:00am,low,EUR,German Final CPI m/m,0.3%,0.3%,0.3%
2022,Sep 13,2:00am,low,GBP,Average Earnings Index 3m/y,5.5%,5.4%,5.2%
2022,Sep 13,2:00am,low,GBP,Claimant Count Change,6.3K,-13.2K,-14.5K
2022,Sep 13,2:00am,low,GBP,Unemployment Rate,3.6%,3.8%,3.8%
2022,Sep 13,2:30am,low,CHF,PPI m/m,-0.1%,0.1%,-0.1%
2022,Sep 13,4:00am,low,EUR,Italian Quarterly Unemployment Rate,8.1%,8.1%,8.5%
2022,Sep 13,5:00am,low,EUR,ZEW Economic Sentiment,-60.7,-57.9,-54.9
2022,Sep 13,5:00am,low,EUR,German ZEW Economic Sentiment,-61.9,-59.4,-55.3
2022,Sep 13,5:55am,low,USD,NFIB Small Business Index,91.8,90.9,89.9
2022,Sep 13,8:30am,high,USD,CPI m/m,0.1%,-0.1%,0.0%
2022,Sep 13,8:30am,high,USD,CPI y/y,8.3%,8.1%,8.5%
2022,Sep 13,8:30am,high,USD,Core CPI m/m,0.6%,0.3%,0.3%
2022,Sep 13,10:00am,low,USD,IBD/TIPP Economic Optimism,44.7,42.5,38.1
2022,Sep 13,1:01pm,low,USD,30-y Bond Auction,3.51|2.4,,3.11|2.3
2022,Sep 13,1:53pm,low,USD,Federal Budget Balance,-219.6B,-215.0B,-211.1B
2022,Sep 13,6:45pm,low,NZD,Current Account,-5.22B,-4.70B,-6.50B
2022,Sep 13,7:50pm,low,JPY,Core Machinery Orders m/m,5.3%,-0.6%,0.9%
2022,Sep 14,12:30am,low,JPY,Revised Industrial Production m/m,0.8%,1.0%,1.0%
2022,Sep 14,2:00am,high,GBP,CPI y/y,9.9%,10.0%,10.1%
2022,Sep 14,2:00am,low,GBP,Core CPI y/y,6.3%,6.2%,6.2%
2022,Sep 14,2:00am,low,GBP,PPI Input m/m,-1.2%,0.2%,0.0%
2022,Sep 14,2:00am,low,GBP,PPI Output m/m,-0.1%,1.0%,1.6%
2022,Sep 14,2:00am,low,GBP,RPI y/y,12.3%,12.3%,12.3%
2022,Sep 14,4:30am,low,GBP,HPI y/y,15.5%,7.9%,7.8%
2022,Sep 14,5:00am,low,EUR,Industrial Production m/m,-2.3%,-1.0%,1.1%
2022,Sep 14,8:30am,low,CAD,Manufacturing Sales m/m,-0.9%,-1.0%,-0.1%
2022,Sep 14,8:30am,high,USD,PPI m/m,-0.1%,-0.1%,-0.5%
2022,Sep 14,8:30am,medium,USD,Core PPI m/m,0.4%,0.3%,0.2%
2022,Sep 14,9:30am,low,GBP,CB Leading Index m/m,-0.7%,,-0.6%
2022,Sep 14,10:30am,low,USD,Crude Oil Inventories,2.4M,1.9M,8.8M
2022,Sep 14,6:45pm,high,NZD,GDP q/q,1.7%,1.0%,-0.2%
2022,Sep 14,7:50pm,low,JPY,Trade Balance,-2.37T,-2.08T,-2.16T
2022,Sep 14,9:00pm,low,AUD,MI Inflation Expectations,5.4%,,5.9%
2022,Sep 14,9:30pm,high,AUD,Employment Change,33.5K,35.5K,-40.9K
2022,Sep 14,9:30pm,high,AUD,Unemployment Rate,3.5%,3.4%,3.4%
2022,Sep 14,9:30pm,low,AUD,RBA Bulletin,,,
2022,Sep 15,12:30am,low,JPY,Tertiary Industry Activity m/m,-0.6%,-0.1%,-0.4%
2022,Sep 15,2:00am,low,EUR,German WPI m/m,0.1%,0.5%,-0.4%
2022,Sep 15,2:45am,low,EUR,French Final CPI m/m,0.5%,0.4%,0.4%
2022,Sep 15,4:30am,low,GBP,Consumer Inflation Expectations,4.9%,,4.6%
2022,Sep 15,5:00am,low,EUR,Trade Balance,-40.3B,-31.9B,-32.2B
2022,Sep 15,8:30am,high,USD,Core Retail Sales m/m,-0.3%,0.0%,0.0%
2022,Sep 15,8:30am,high,USD,Empire State Manufacturing Index,-1.5,-12.7,-31.3
2022,Sep 15,8:30am,high,USD,Retail Sales m/m,0.3%,-0.1%,-0.4%
2022,Sep 15,8:30am,medium,USD,Philly Fed Manufacturing Index,-9.9,2.4,6.2
2022,Sep 15,8:30am,medium,USD,Unemployment Claims,213K,225K,218K
2022,Sep 15,8:30am,low,USD,Import Prices m/m,-1.0%,-1.3%,-1.5%
2022,Sep 15,9:15am,low,USD,Capacity Utilization Rate,80.0%,80.2%,80.2%
2022,Sep 15,9:15am,low,USD,Industrial Production m/m,-0.2%,0.0%,0.5%
2022,Sep 15,10:00am,low,USD,Business Inventories m/m,0.6%,0.6%,1.4%
2022,Sep 15,10:30am,low,USD,Natural Gas Storage,77B,71B,54B
2022,Sep 15,6:30pm,low,NZD,BusinessNZ Manufacturing Index,54.9,,53.5
2022,Sep 15,10:00pm,medium,CNY,Retail Sales y/y,5.4%,3.2%,2.7%
2022,Sep 15,10:00pm,low,CNY,Fixed Asset Investment ytd/y,5.8%,5.5%,5.7%
2022,Sep 15,10:00pm,low,CNY,Industrial Production y/y,4.2%,3.8%,3.8%
2022,Sep 15,10:00pm,low,CNY,NBS Press Conference,,,
2022,Sep 15,10:00pm,low,CNY,Unemployment Rate,5.3%,5.4%,5.4%
2022,Sep 16,2:00am,medium,GBP,Retail Sales m/m,-1.6%,-0.5%,0.4%
2022,Sep 16,4:00am,low,EUR,Italian Trade Balance,-0.36B,-1.50B,-2.51B
2022,Sep 16,5:00am,low,EUR,Final CPI y/y,9.1%,9.1%,9.1%
2022,Sep 16,5:00am,low,EUR,Final Core CPI y/y,4.3%,4.3%,4.3%
2022,Sep 16,8:15am,low,CAD,Housing Starts,267K,264K,275K
2022,Sep 16,8:30am,low,CAD,Foreign Securities Purchases,14.83B,12.35B,-17.64B
2022,Sep 16,8:30am,low,CAD,Wholesale Sales m/m,-0.6%,-0.4%,0.2%
2022,Sep 16,10:00am,high,USD,Prelim UoM Consumer Sentiment,59.5,60.0,58.2
2022,Sep 16,10:00am,medium,USD,Prelim UoM Inflation Expectations,4.6%,,4.8%
2022,Sep 16,4:00pm,low,USD,TIC Long-Term Purchases,21.4B,121.6B,121.8B
2022,Sep 18,6:30pm,low,NZD,BusinessNZ Services Index,58.6,,54.4
2022,Sep 18,All Day,holiday,JPY,Bank Holiday,,,
2022,Sep 18,10:30pm,low,CNY,Foreign Direct Investment ytd/y,16.4%,,17.3%
2022,Sep 18,11:00pm,high,NZD,RBNZ Gov Orr Speaks,,,
2022,Sep 19,All Day,holiday,GBP,Bank Holiday,,,
2022,Sep 19,6:00am,low,EUR,German Buba Monthly Report,,,
2022,Sep 19,8:30am,low,CAD,IPPI m/m,-1.2%,-0.9%,-2.5%
2022,Sep 19,8:30am,low,CAD,RMPI m/m,-4.2%,3.2%,-7.5%
2022,Sep 19,10:00am,low,USD,NAHB Housing Market Index,46,47,49
2022,Sep 19,7:30pm,low,JPY,National Core CPI y/y,2.8%,2.7%,2.4%
2022,Sep 19,9:30pm,high,AUD,Monetary Policy Meeting Minutes,,,
2022,Sep 20,2:00am,low,CHF,Trade Balance,3.42B,3.50B,3.52B
2022,Sep 20,2:00am,low,EUR,German PPI m/m,7.9%,2.5%,5.3%
2022,Sep 20,3:00am,low,CHF,SECO Economic Forecasts,,,
2022,Sep 20,4:00am,low,EUR,Current Account,-19.9B,5.3B,4.2B
2022,Sep 20,8:30am,high,CAD,CPI m/m,-0.3%,-0.1%,0.1%
2022,Sep 20,8:30am,medium,CAD,Common CPI y/y,5.7%,5.6%,6.0%
2022,Sep 20,8:30am,medium,CAD,Median CPI y/y,4.8%,5.1%,4.9%
2022,Sep 20,8:30am,medium,CAD,Trimmed CPI y/y,5.2%,5.5%,5.4%
2022,Sep 20,8:30am,low,USD,Building Permits,1.52M,1.60M,1.69M
2022,Sep 20,8:30am,low,USD,Housing Starts,1.58M,1.45M,1.40M
2022,Sep 20,8:32am,low,CAD,Core CPI m/m,0.0%,,0.5%
2022,Sep 20,10:40am,low,NZD,GDT Price Index,2.0%,,4.9%
2022,Sep 20,1:00pm,medium,EUR,ECB President Lagarde Speaks,,,
2022,Sep 20,3:30pm,low,CAD,Gov Council Member Beaudry Speaks,,,
2022,Sep 20,8:30pm,low,AUD,MI Leading Index m/m,-0.1%,,-0.2%
2022,Sep 20,10:00pm,low,AUD,RBA Deputy Gov Bullock Speaks,,,
2022,Sep 20,11:00pm,low,NZD,Credit Card Spending y/y,29.4%,,5.1%
2022,Sep 21,2:00am,low,GBP,Public Sector Net Borrowing,11.1B,8.2B,2.1B
2022,Sep 21,5:34am,low,EUR,German 10-y Bond Auction,1.87|1.8,,1.33|1.6
2022,Sep 21,6:00am,low,GBP,CBI Industrial Order Expectations,-2,-13,-7
2022,Sep 21,10:00am,medium,USD,Existing Home Sales,4.80M,4.69M,4.82M
2022,Sep 21,10:30am,low,AUD,CB Leading Index m/m,0.4%,,0.6%
2022,Sep 21,10:30am,low,USD,Crude Oil Inventories,1.1M,2.0M,2.4M
2022,Sep 21,2:00pm,high,USD,FOMC Economic Projections,,,
2022,Sep 21,2:00pm,high,USD,FOMC Statement,,,
2022,Sep 21,2:00pm,high,USD,Federal Funds Rate,3.25%,3.25%,2.50%
2022,Sep 21,2:30pm,high,USD,FOMC Press Conference,,,
2022,Sep 21,4:54pm,low,NZD,Westpac Consumer Sentiment,87.6,,78.7
2022,Sep 21,6:45pm,low,NZD,Trade Balance,-2447M,-500M,-1406M
2022,Sep 21,10:51pm,high,JPY,Monetary Policy Statement,,,
2022,Sep 21,10:51pm,low,JPY,BOJ Policy Rate,-0.10%,-0.10%,-0.10%
2022,Sep 22,1:00am,low,JPY,BOJ Core CPI y/y,1.9%,1.9%,1.8%
2022,Sep 22,2:30am,high,JPY,BOJ Press Conference,,,
2022,Sep 22,3:30am,high,CHF,SNB Monetary Policy Assessment,,,
2022,Sep 22,3:30am,high,CHF,SNB Policy Rate,0.50%,0.50%,-0.25%
2022,Sep 22,4:00am,high,CHF,SNB Press Conference,,,
2022,Sep 22,4:00am,low,EUR,ECB Economic Bulletin,,,
2022,Sep 22,7:00am,high,GBP,MPC Official Bank Rate Votes,9-0-0,9-0-0,9-0-0
2022,Sep 22,7:00am,high,GBP,Monetary Policy Summary,,,
2022,Sep 22,7:00am,high,GBP,Official Bank Rate,2.25%,2.25%,1.75%
2022,Sep 22,8:30am,low,CAD,NHPI m/m,0.1%,0.1%,0.1%
2022,Sep 22,8:30am,medium,USD,Unemployment Claims,213K,220K,208K
2022,Sep 22,8:30am,low,USD,Current Account,-251B,-261B,-283B
2022,Sep 22,10:00am,low,EUR,Consumer Confidence,-29,-26,-25
2022,Sep 22,10:00am,low,USD,CB Leading Index m/m,-0.3%,-0.1%,-0.5%
2022,Sep 22,10:30am,low,USD,Natural Gas Storage,103B,97B,77B
2022,Sep 22,11:00am,low,GBP,MPC Member Tenreyro Speaks,,,
2022,Sep 22,2:30pm,low,GBP,MPC Member Haskel Speaks,,,
2022,Sep 22,7:00pm,low,AUD,Flash Manufacturing PMI,53.9,,53.8
2022,Sep 22,7:00pm,low,AUD,Flash Services PMI,50.4,,50.2
2022,Sep 22,7:01pm,low,GBP,GfK Consumer Confidence,-49,-42,-44
2022,Sep 22,All Day,holiday,JPY,Bank Holiday,,,
2022,Sep 23,3:15am,high,EUR,French Flash Services PMI,53.0,50.5,51.2
2022,Sep 23,3:15am,medium,EUR,French Flash Manufacturing PMI,47.8,49.8,50.6
2022,Sep 23,3:30am,high,EUR,German Flash Manufacturing PMI,48.3,48.3,49.1
2022,Sep 23,3:30am,high,EUR,German Flash Services PMI,45.4,47.2,47.7
2022,Sep 23,4:00am,low,EUR,Flash Manufacturing PMI,48.5,48.7,49.6
2022,Sep 23,4:00am,low,EUR,Flash Services PMI,48.9,49.1,49.8
2022,Sep 23,4:30am,high,GBP,Flash Manufacturing PMI,48.5,47.4,47.3
2022,Sep 23,4:30am,high,GBP,Flash Services PMI,49.2,49.9,50.9
2022,Sep 23,6:00am,low,GBP,CBI Realized Sales,-20,9,37
2022,Sep 23,8:30am,medium,CAD,Core Retail Sales m/m,-3.1%,-1.0%,0.6%
2022,Sep 23,8:30am,medium,CAD,Retail Sales m/m,-2.5%,-2.0%,1.0%
2022,Sep 23,9:45am,high,USD,Flash Services PMI,49.2,45.5,43.7
2022,Sep 23,9:45am,medium,USD,Flash Manufacturing PMI,51.8,51.0,51.5
2022,Sep 23,11:30am,medium,CHF,SNB Chairman Jordan Speaks,,,
2022,Sep 23,11:30am,low,EUR,German Buba President Nagel Speaks,,,
2022,Sep 23,2:00pm,high,USD,Fed Chair Powell Speaks,,,
2022,Sep 24,10:00am,holiday,NZD,Daylight Saving Time Shift,,,
